date_collected,settlement_rad,juv_mean_growth_rate,jg_2d,juv_age,age_group,meanTemp_juv,site_code,hide_num_of_times,shelter_time_total_sec,shelter_time_mean_sec,max_V_cm,max_H_cm,adult_density_per7m2,num_times_chased_by_conspecifics,num_bites
7/1/09,238.3600006,4.915712629,5.0699997,7,younger,28.38072917,SI,4,25,6.25,3,14,2,0,47
7/1/09,204.5800018,5.973749161,6.1549988,8,younger,28.41851852,SI,7,205,29.28571429,4,12,0,0,14
7/1/09,219.7599945,5.612501145,5.6150055,8,younger,28.41851852,SI,6,85,14.16666667,2,9,6,1,37
7/1/09,221.3399963,6.022499084,5.4350052,8,younger,28.41851852,SI,0,0,0,7,30,4,0,55
7/1/09,224.5700073,4.812857492,4.8899994,7,younger,28.38072917,SI,8,108,13.5,10,24,5,1,30
7/1/09,224.1699982,5.712499619,5.80000305,8,younger,28.41851852,SI,0,0,0,6,16,2,0,31
7/1/09,222.3800049,5.535714286,5.79499815,7,younger,28.38072917,SI,5,29,5.8,4,11,2,0,43
7/1/09,202.4199982,6.121250153,6.1650009,8,younger,28.41851852,SI,0,0,0,8,21,2,0,46
7/1/09,212.6100006,5.493334452,5.9749985,6,younger,28.4172619,SI,4,55,13.75,5,12,1,0,31
7/1/09,232.4700012,5.612499237,5.61499785,8,younger,28.41851852,SI,0,0,0,11,13,1,0,50
7/1/09,203.7200012,5.846250534,6.34500125,8,younger,28.41851852,SI,12,164,13.66666667,3,6,4,0,18
7/1/09,217.1999969,5.534286499,6.3349991,7,younger,28.38072917,SI,3,18,6,5,12,2,0,20
7/1/09,206.0299988,5.848751068,6.1650009,8,younger,28.41851852,SI,7,106,15.14285714,1,5,2,0,15
